Lenexa City Center East Village I CID|LENC5|10.350%|6.500%|1.475%|1.375%|1.000%
Lenexa City Center East Village 2 CID|LENC6|10.350%|6.500%|1.475%|1.375%|1.000%
Lenexa Central Green CID|LEC17|10.350%|6.500%|1.475%|1.375%|1.000%
Lenexa Greystone South Plaza CID|LENC4|10.350%|6.500%|1.475%|1.375%|1.000%
Lenexa Holiday Inn CID|LENC9|10.350%|6.500%|1.475%|1.375%|1.000%
Lenexa Jayhawk Ridge CID|LEC14|10.350%|6.500%|1.475%|1.375%|1.000%
Lenexa Living Spaces CID|LEC15|10.350%|6.500%|1.475%|1.375%|1.000%
Lenexa Midas Dual Hotel CID|LEC20|10.350%|6.500%|1.475%|1.375%|1.000%
Lenexa Midas Springhill Suites CID|LENC7|10.350%|6.500%|1.475%|1.375%|1.000%
Lenexa Orchard Corners CID|LENC1|10.350%|6.500%|1.475%|1.375%|1.000%
Lenexa Point Shopping Center CID|LEC11|10.350%|6.500%|1.475%|1.375%|1.000%
Lenexa Prairie Creek CID|LENC2|10.350%|6.500%|1.475%|1.375%|1.000%
Lenexa Renner 87 CID |LEC18|10.350%|6.500%|1.475%|1.375%|1.000%
Lenexa Restaurant Row CID |LEC19|11.350%|6.500%|1.475%|1.375%|2.000%
Lenexa Retreat on the Prairie CID |LEC16|10.350%|6.500%|1.475%|1.375%|1.000%
Lenexa Quivira 95 CID|LENC3|10.350%|6.500%|1.475%|1.375%|1.000%
Lenexa Sonoma Plaza CID|LEC12|10.350%|6.500%|1.475%|1.375%|1.000%
Lenexa Ten Ridge CID|LEC13|10.350%|6.500%|1.475%|1.375%|1.000%
Lenora|LENNT|8.250%|6.500%|1.750%|0.000%|0.000%
Leon|LEOBU|7.500%|6.500%|0.000%|1.000%|0.000%
Leona|LEODP|8.500%|6.500%|2.000%|0.000%|0.000%
Leonardville|LEORL|8.200%|6.500%|0.700%|1.000%|0.000%
Leoti|LEOWH|8.500%|6.500%|2.000%|0.000%|0.000%
Lewis|LEWED|7.875%|6.500%|1.375%|0.000%|0.000%
Liberal|LIBSW|9.250%|6.500%|1.250%|1.500%|0.000%
Liberal CID|LIBC1|11.250%|6.500%|1.250%|1.500%|2.000%
Liberal IHOP CID|LIBC2|11.250%|6.500%|1.250%|1.500%|2.000%
Liberal North Liberal One CID|LIBC3|10.250%|6.500%|1.250%|1.500%|1.000%
Liberal Plaza CID|LIBC5|10.250%|6.500%|1.250%|1.500%|1.000%
Liberal Southgate Mall CID|LIBC4|10.250%|6.500%|1.250%|1.500%|1.000%
Liberal Venture Kansas CID|LIBC6|10.250%|6.500%|1.250%|1.500%|1.000%
Liberty|LIBMG|6.500%|6.500%|0.000%|0.000%|0.000%
Liebenthal|LIERH|8.000%|6.500%|0.000%|1.500%|0.000%
Lincoln Center|LINLC|8.500%|6.500%|1.000%|1.000%|0.000%
Lincoln County|LICCO|7.500%|6.500%|1.000%|0.000%|0.000%
Lincolnville|LINMN|7.500%|6.500%|1.000%|0.000%|0.000%
Lindsborg|LINMP|10.000%|6.500%|2.000%|1.500%|0.000%
Linn|LINWS|7.500%|6.500%|1.000%|0.000%|0.000%
Linn County|LINCO|7.500%|6.500%|1.000%|0.000%|0.000%
Linn Valley|LINLN|8.500%|6.500%|1.000%|1.000%|0.000%
Linwood|LINLV|8.500%|6.500%|1.000%|1.000%|0.000%
Little River|LITRC|8.500%|6.500%|1.000%|1.000%|0.000%
Logan|LOGPL|8.000%|6.500%|0.500%|1.000%|0.000%
Logan County|LOGCO|8.500%|6.500%|2.000%|0.000%|0.000%
Lone Elm|LONAN|7.500%|6.500%|1.000%|0.000%|0.000%
Long Island|LONPL|7.000%|6.500%|0.500%|0.000%|0.000%
Longford|LONCY|8.500%|6.500%|1.000%|1.000%|0.000%
Longton|LONEK|7.500%|6.500%|1.000%|0.000%|0.000%
Lorraine|LOREW|7.500%|6.500%|1.000%|0.000%|0.000%
Lost Springs|LOSMN|7.500%|6.500%|1.000%|0.000%|0.000%
Louisburg|LOUMI|9.500%|6.500%|1.500%|1.500%|0.000%
Louisville|LOUPT|7.500%|6.500%|1.000%|0.000%|0.000%
Lucas|LUCRS|9.500%|6.500%|2.000%|1.000%|0.000%
Luray|LURRS|10.500%|6.500%|2.000%|2.000%|0.000%
Lyndon|LYNOS|9.500%|6.500%|1.500%|1.500%|0.000%
Lyon County|LYOCO|7.500%|6.500%|1.000%|0.000%|0.000%
Lyons|LYORC|8.500%|6.500%|1.000%|1.000%|0.000%
Macksville|MACSF|7.500%|6.500%|1.000%|0.000%|0.000%
Madison|MADGW|7.500%|6.500%|1.000%|0.000%|0.000%
Mahaska|MAHWS|7.500%|6.500%|1.000%|0.000%|0.000%
Maize|MAISG|8.500%|6.500%|1.000%|1.000%|0.000%
Manchester|MANDK|8.250%|6.500%|1.750%|0.000%|0.000%
Manhattan (Pottawatomie County)|MANPT|9.450%|6.500%|1.000%|1.950%|0.000%
Manhattan (Riley County)|MANRL|9.150%|6.500%|0.700%|1.950%|0.000%
Manhattan Art and Light Star Bond|MANAL|9.150%|6.500%|0.700%|1.950%|0.000%
Manhattan Blueville Addition TDD|MANT7|9.650%|6.500%|0.700%|1.950%|0.500%
Manhattan Blueville Unit 2 TDD|MANT9|9.650%|6.500%|0.700%|1.950%|0.500%
Manhattan Flint Hills Discovery Center STAR Bond– North|MANSN|9.150%|6.500%|0.700%|1.950%|0.000%
Manhattan Flint Hills Discovery Center STAR Bond– South|MANSS|9.150%|6.500%|0.700%|1.950%|0.000%
Manhattan Flint Hills South TDD and Flint Hills South Star Bond|MANT5|9.650%|6.500%|0.700%|1.950%|0.500%
Manhattan Marketplace TDD and Flint Hills North Star Bond|MANT2|9.650%|6.500%|0.700%|1.950%|0.500%
Manhattan McD's Addition TDD|MANT6|9.650%|6.500%|0.700%|1.950%|0.500%
Manhattan Scenic Crossing Addition TDD|MANT8|9.650%|6.500%|0.700%|1.950%|0.500%
Manhattan Town Center CID|MANC1|9.900%|6.500%|0.700%|1.950%|0.750%
Mankato|MANJW|8.250%|6.500%|1.000%|0.750%|0.000%
Manter|MANST|7.500%|6.500%|1.000%|0.000%|0.000%
Maple Hill|MAPWB|8.750%|6.500%|1.500%|0.750%|0.000%
Mapleton|MAPBB|9.150%|6.500%|1.650%|1.000%|0.000%
Marion|MARMN|8.250%|6.500%|1.000%|0.750%|0.000%
Marion County|MANCO|7.500%|6.500%|1.000%|0.000%|0.000%
Marquette|MARMP|9.500%|6.500%|2.000%|1.000%|0.000%
Marshall County|MALCO|7.000%|6.500%|0.500%|0.000%|0.000%
Marysville|MARMS|8.600%|6.500%|0.500%|1.600%|0.000%
Matfield Green|MATCS|7.500%|6.500%|1.000%|0.000%|0.000%
Mayetta|MAYJA|9.650%|6.500%|1.650%|1.500%|0.000%
Mayfield|MAYSU|8.000%|6.500%|1.000%|0.500%|0.000%
McCracken|MCCRH|6.500%|6.500%|0.000%|0.000%|0.000%
McCune|MCCCR|8.500%|6.500%|1.000%|1.000%|0.000%
McDonald|MCDRA|8.500%|6.500%|2.000%|0.000%|0.000%
McFarland|MCFWB|8.000%|6.500%|1.500%|0.000%|0.000%
McLouth|MCLJF|8.500%|6.500%|1.000%|1.000%|0.000%
McPherson|MCPMP|9.500%|6.500%|2.000%|1.000%|0.000%
McPherson County|MCPCO|8.500%|6.500%|2.000%|0.000%|0.000%
McPherson Candlewood Suites CID|MCPC3|11.500%|6.500%|2.000%|1.000%|2.000%
McPherson North Champlin Street CID|MCPC2|11.500%|6.500%|2.000%|1.000%|2.000%
McPherson Plaza East Place CID|MCPC1|11.500%|6.500%|2.000%|1.000%|2.000%
Meade|MEAME|8.500%|6.500%|1.000%|1.000%|0.000%
Meade County|MEACO|7.500%|6.500%|1.000%|0.000%|0.000%
Medicine Lodge|MEDBA|8.250%|6.500%|1.000%|0.750%|0.000%
Medicine Lodge Streetscape CID|MEDC1|9.250%|6.500%|1.000%|0.750%|1.000%
Melvern|MELOS|9.000%|6.500%|1.500%|1.000%|0.000%
Menlo|MENTH|8.250%|6.500%|1.750%|0.000%|0.000%
Meriden|MERJF|8.000%|6.500%|1.000%|0.500%|0.000%
Merriam |MERJO|9.475%|6.500%|1.475%|1.500%|0.000%
Merriam North CID|MERC1|10.475%|6.500%|1.475%|1.500%|1.000%
Miami County|MIACO|8.000%|6.500%|1.500%|0.000%|0.000%
Milan|MILSU|7.500%|6.500%|1.000%|0.000%|0.000%
Milford|MILGE|7.750%|6.500%|1.250%|0.000%|0.000%
Miltonvale|MILCD|8.500%|6.500%|1.000%|1.000%|0.000%
Minneapolis|MINOT|8.500%|6.500%|1.000%|1.000%|0.000%
Minneola|MINCA|7.500%|6.500%|0.000%|1.000%|0.000%
Mission|MISJO|9.725%|6.500%|1.475%|1.750%|0.000%
Mission Commons Community CID|MISC2|10.725%|6.500%|1.475%|1.750%|1.000%
Mission Crossing CID|MISC1|10.725%|6.500%|1.475%|1.750%|1.000%
Mission Mart CID|MISC4|10.725%|6.500%|1.475%|1.750%|1.000%
Mission Hills|MIHJO|9.225%|6.500%|1.475%|1.250%|0.000%
Mission Woods|MIWJO|8.975%|6.500%|1.475%|1.000%|0.000%
Mitchell County|MITCO|7.500%|6.500%|1.000%|0.000%|0.000%
Moline|MOLEK|7.500%|6.500%|1.000%|0.000%|0.000%
Montezuma|MONGY|9.500%|6.500%|1.000%|2.000%|0.000%
Montgomery County|MONCO|6.500%|6.500%|0.000%|0.000%|0.000%
Moran|MORAL|8.250%|6.500%|1.250%|0.500%|0.000%
Morganville|MORCY|7.500%|6.500%|1.000%|0.000%|0.000%
Morland|MORGH|8.500%|6.500%|1.000%|1.000%|0.000%
Morrill|MORBR|7.500%|6.500%|1.000%|0.000%|0.000%
Morris County|MOSCO|7.500%|6.500%|1.000%|0.000%|0.000%
Morrowville|MORWS|7.500%|6.500%|1.000%|0.000%|0.000%
Morton County|MOTCO|7.500%|6.500%|1.000%|0.000%|0.000%
Moscow|MOSSV|9.500%|6.500%|1.000%|2.000%|0.000%
Mound City|MOULN|8.500%|6.500%|1.000%|1.000%|0.000%
Mound Valley|MOULB|8.250%|6.500%|1.250%|0.500%|0.000%
Moundridge|MOUMP|9.500%|6.500%|2.000%|1.000%|0.000%
Mount Hope|MOUSG|8.500%|6.500%|1.000%|1.000%|0.000%
Mulberry|MULCR|7.500%|6.500%|1.000%|0.000%|0.000%
Mullinville|MULKW|8.500%|6.500%|1.000%|1.000%|0.000%
Mulvane (Sedgwick County)|MULSG|8.500%|6.500%|1.000%|1.000%|0.000%
Mulvane (Sumner County)|MULSU|8.500%|6.500%|1.000%|1.000%|0.000%
Munden|MUNRP|8.500%|6.500%|2.000%|0.000%|0.000%
Muscotah|MUSAT|7.500%|6.500%|1.000%|0.000%|0.000%
Narka|NARRP|8.500%|6.500%|2.000%|0.000%|0.000%
Nashville|NASKM|8.000%|6.500%|1.500%|0.000%|0.000%
Natoma|NATOB|8.000%|6.500%|1.500%|0.000%|0.000%
Nemaha County|NEMCO|8.000%|6.500%|1.500%|0.000%|0.000%
Neodesha|NEOWL|10.500%|6.500%|1.000%|3.000%|0.000%
Neosho County|NEOCO|8.250%|6.500%|1.750%|0.000%|0.000%
Neosho Falls|NEOWO|7.500%|6.500%|1.000%|0.000%|0.000%
Neosho Rapids|NEOLY|8.500%|6.500%|1.000%|1.000%|0.000%
Ness City|NESNS|8.500%|6.500%|0.000%|2.000%|0.000%
Ness County|NESCO|6.500%|6.500%|0.000%|0.000%|0.000%
Netawaka|NETJA|8.150%|6.500%|1.650%|0.000%|0.000%
New Albany|NEWWL|7.500%|6.500%|1.000%|0.000%|0.000%
New Cambria|NEWSA|8.000%|6.500%|1.500%|0.000%|0.000%
New Strawn|NEWCF|6.500%|6.500%|0.000%|0.000%|0.000%
Newton|NEWHV|8.500%|6.500%|2.000%|0.000%|0.000%
Newton Holiday Inn Express CID|NEWC1|10.500%|6.500%|2.000%|0.000%|2.000%
Nickerson|NICRN|8.500%|6.500%|1.000%|1.000%|0.000%
Niotaze|NIOCQ|7.500%|6.500%|1.000%|0.000%|0.000%
Norcatur|NORDC|7.500%|6.500%|1.000%|0.000%|0.000%
North Newton|NORHV|8.500%|6.500%|2.000%|0.000%|0.000%
Norton|NORNT|9.500%|6.500%|1.750%|1.250%|0.000%
Norton County|NORCO|8.250%|6.500%|1.750%|0.000%|0.000%
Nortonville|NORJF|7.500%|6.500%|1.000%|0.000%|0.000%
Norwich|NORKM|8.000%|6.500%|1.500%|0.000%|0.000%
Oak Hill|OAKCY|8.500%|6.500%|1.000%|1.000%|0.000%
Oakley (Gove County)|OAKGO|10.000%|6.500%|2.000%|1.500%|0.000%
Oakley Mittens CID|OAKC1|12.000%|6.500%|2.000%|1.500%|2.000%
Oakley (Logan County)|OAKLG|10.000%|6.500%|2.000%|1.500%|0.000%
Oakley (Thomas County)|OAKTH|9.750%|6.500%|1.750%|1.500%|0.000%
Oberlin|OBEDC|9.000%|6.500%|1.000%|1.500%|0.000%
Offerle|OFFED|7.875%|6.500%|1.375%|0.000%|0.000%
Ogden|OGDRL|8.200%|6.500%|0.700%|1.000%|0.000%
Oketo|OKEMS|7.000%|6.500%|0.500%|0.000%|0.000%
Olathe|OLAJO|9.475%|6.500%|1.475%|1.500%|0.000%
Olathe Conference Center Hotel CID|OLAC3|11.475%|6.500%|1.475%|1.500%|2.000%
Olathe Entertainment District Phase 3 TDD|OLAT3|10.475%|6.500%|1.475%|1.500%|1.000%
Olathe Gateway No. 1a TDD |OLAT4|10.475%|6.500%|1.475%|1.500%|1.000%
Olathe Gateway No. 1b TDD |OLAT5|10.475%|6.500%|1.475%|1.500%|1.000%
Olathe Heart of America CID |OLAC2|10.475%|6.500%|1.475%|1.500%|1.000%
Olathe Indian Creek Crossing CID|OLAC9|10.475%|6.500%|1.475%|1.500%|1.000%
Olathe Pizza 51 South CID|OLC10|11.475%|6.500%|1.475%|1.500%|2.000%
Olathe Pointe TDD|OLATD|10.475%|6.500%|1.475%|1.500%|1.000%
Olathe Ridgeview Falls TDD|OLAT6|10.475%|6.500%|1.475%|1.500%|1.000%
Olathe Ridgeview Marketplace CID|OLAC7|10.475%|6.500%|1.475%|1.500%|1.000%
Olathe Santa Fe Square CID|OLAC5|10.475%|6.500%|1.475%|1.500%|1.000%
Olathe Station CID|OLAC6|10.475%|6.500%|1.475%|1.500%|1.000%
Olathe Station North CID|OLC12|10.475%|6.500%|1.475%|1.500%|1.000%
Olathe Third Street Social CID|OLC11|11.475%|6.500%|1.475%|1.500%|2.000%
Olathe West Market CID|OLAC8|10.475%|6.500%|1.475%|1.500%|1.000%
Olathe WIN CID|OLAC4|10.475%|6.500%|1.475%|1.500%|1.000%
Olivet|OLIOS|8.000%|6.500%|1.500%|0.000%|0.000%
Olmitz|OLMBT|7.500%|6.500%|1.000%|0.000%|0.000%
Olpe|OLPLY|8.500%|6.500%|1.000%|1.000%|0.000%
Olsburg|OLSPT|8.500%|6.500%|1.000%|1.000%|0.000%
Onaga|ONAPT|8.500%|6.500%|1.000%|1.000%|0.000%
Oneida|ONENM|8.000%|6.500%|1.500%|0.000%|0.000%
Osage City|OSAOS|9.500%|6.500%|1.500%|1.500%|0.000%
Osage County|OSACO|8.000%|6.500%|1.500%|0.000%|0.000%
Osawatomie|OSAMI|9.750%|6.500%|1.500%|1.750%|0.000%
Osborne|OSBOB|8.000%|6.500%|1.500%|0.000%|0.000%
Osborne County|OSBCO|8.000%|6.500%|1.500%|0.000%|0.000%
Oskaloosa|OSKJF|8.500%|6.500%|1.000%|1.000%|0.000%
Oswego (Labette County)|OSWLB|9.250%|6.500%|1.250%|1.500%|0.000%
Oswego (Cherokee County)|OSWCK|9.500%|6.500%|1.500%|1.500%|0.000%
Otis|OTIRH|6.500%|6.500%|0.000%|0.000%|0.000%
Ottawa|OTTFR|9.500%|6.500%|1.500%|1.500%|0.000%
Ottawa 21st and Princeton CID|OTTC2|10.250%|6.500%|1.500%|1.500%|0.750%
Ottawa Center CID|OTTC1|9.800%|6.500%|1.500%|1.500%|0.300%
Ottawa County|OTTCO|7.500%|6.500%|1.000%|0.000%|0.000%
Ottawa Holiday Inn Express 1 CID|OTTC3|10.500%|6.500%|1.500%|1.500%|1.000%
Ottawa Holiday Inn Express 2 CID|OTTC4|11.500%|6.500%|1.500%|1.500%|2.000%
Overbrook|OVEOS|9.000%|6.500%|1.500%|1.000%|0.000%
Overland Park |OVEJO|9.350%|6.500%|1.475%|1.375%|0.000%
Overland Park 91st Street & Metcalf CID|OVEC2|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park Bluhawk CID, TDD and Star Bond|OVC15|10.850%|6.500%|1.475%|1.375%|1.500%
Overland Park Bluhawk Star Bond|OVEBH|9.350%|6.500%|1.475%|1.375%|0.000%
Overland Park Bluhawk TDD and Star Bond|OVET5|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park Brookridge 1 CID|OVC20|9.350%|6.500%|1.475%|1.375%|0.000%
Overland Park Brookridge 2 CID|OVC22|10.850%|6.500%|1.475%|1.375%|1.500%
Overland Park City Place TDD|OVET7|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park Corbin Park CID|OVEC8|10.850%|6.500%|1.475%|1.375%|1.500%
Overland Park Deer Creek TDD|OVETD|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park Edison CID|OVC16|11.350%|6.500%|1.475%|1.375%|2.000%
Overland Park Galleria 115 CID|OVC19|10.850%|6.500%|1.475%|1.375%|1.500%
Overland Park Hawthorne Plaza CID|OVEC7|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park Highlands Village TDD|OVET4|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park Jack Stack CID|OVC14|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park Metcalf 108 CID|OVC21|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park Metcalf Crossing CID|OVC17|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park Mission Farms West TDD|OVET6|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park Nall Hills CID|OVC10|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park Prairiefire Phase I CID|OVEC4|10.850%|6.500%|1.475%|1.375%|1.500%
Overland Park Prairiefire STAR Bond and Phase I CID|OVEC5|10.850%|6.500%|1.475%|1.375%|1.500%
Overland Park Prairiefire STAR Bond and Phase II CID|OVEC6|10.850%|6.500%|1.475%|1.375%|1.500%
Overland Park Promontory CID|OVC13|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park Quivira 95 Shops CID|OVEC1|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park Ranch Mart South CID|OVEC9|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park Regency Park CID|OVC11|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park Stanley Square CID|OVC23|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park The Vue CID|OVC12|10.350%|6.500%|1.475%|1.375%|1.000%
Overland Park West Park CID|OVEC3|10.350%|6.500%|1.475%|1.375%|1.000%
Oxford|OXFSU|8.500%|6.500%|1.000%|1.000%|0.000%
Ozawkie|OZAJF|8.500%|6.500%|1.000%|1.000%|0.000%
Palco|PALRO|8.000%|6.500%|0.500%|1.000%|0.000%
Palmer|PALWS|7.500%|6.500%|1.000%|0.000%|0.000%
Paola|PAOMI|9.250%|6.500%|1.500%|1.250%|0.000%
Paola Crossing No. 1 CID|PAOC1|10.500%|6.500%|1.500%|1.250%|1.250%
Paradise|PARRS|8.500%|6.500%|2.000%|0.000%|0.000%
Park|PARGO|8.500%|6.500%|2.000%|0.000%|0.000%
Park City|PARSG|8.500%|6.500%|1.000%|1.000%|0.000%
Park City I-135 Arena CID|PAKC1|10.500%|6.500%|1.000%|1.000%|2.000%
Parker|PARLN|9.500%|6.500%|1.000%|2.000%|0.000%
Parkerfield|PARCL|6.500%|6.500%|0.000%|0.000%|0.000%
Parkerville|PARMR|7.500%|6.500%|1.000%|0.000%|0.000%
Parsons|PARLB|9.250%|6.500%|1.250%|1.500%|0.000%
Parsons Hospitality CID|PARC1|11.250%|6.500%|1.250%|1.500%|2.000%
Partridge|PARRN|7.500%|6.500%|1.000%|0.000%|0.000%
Pawnee County|PAWCO|8.500%|6.500%|2.000%|0.000%|0.000%
Pawnee Rock|PAWBT|7.500%|6.500%|1.000%|0.000%|0.000%
Paxico|PAXWB|9.000%|6.500%|1.500%|1.000%|0.000%
Peabody|PEAMN|8.500%|6.500%|1.000%|1.000%|0.000%
Penalosa|PENKM|8.000%|6.500%|1.500%|0.000%|0.000%
Perry|PERJF|8.500%|6.500%|1.000%|1.000%|0.000%
Peru|PERCQ|7.500%|6.500%|1.000%|0.000%|0.000%
Phillips County|PHICO|7.000%|6.500%|0.500%|0.000%|0.000%
Phillipsburg|PHIPL|9.000%|6.500%|0.500%|2.000%|0.000%
Pittsburg|PITCR|9.000%|6.500%|1.000%|1.500%|0.000%
Pittsburg Northgate Plaza CID|PITC1|9.900%|6.500%|1.000%|1.500%|0.900%
Pittsburg TDD|PITTD|9.300%|6.500%|1.000%|1.500%|0.300%
Pittsburg Town Center CID & TDD|PITC2|10.000%|6.500%|1.000%|1.500%|1.000%
Plains|PLAME|7.500%|6.500%|1.000%|0.000%|0.000%
Plainville|PLARO|9.000%|6.500%|0.500%|2.000%|0.000%
Pleasanton|PLELN|9.500%|6.500%|1.000%|2.000%|0.000%
Plevna|PLERN|7.500%|6.500%|1.000%|0.000%|0.000%
Pomona|POMFR|10.000%|6.500%|1.500%|2.000%|0.000%
Portis|POROB|8.000%|6.500%|1.500%|0.000%|0.000%
Pottawatomie County|POTCO|7.500%|6.500%|1.000%|0.000%|0.000%
Potwin|POTBU|7.500%|6.500%|0.000%|1.000%|0.000%
Powhattan|POWBR|7.500%|6.500%|1.000%|0.000%|0.000%
Prairie View|PRAPL|7.000%|6.500%|0.500%|0.000%|0.000%
Prairie Village|PRAJO|8.975%|6.500%|1.475%|1.000%|0.000%
Prairie Village "The Village" CID|PRAC1|9.975%|6.500%|1.475%|1.000%|1.000%
Prairie Village Corinth Square CID|PRAC2|9.975%|6.500%|1.475%|1.000%|1.000%
Pratt|PRAPR|9.000%|6.500%|1.750%|0.750%|0.000%
Pratt County|PRACO|8.250%|6.500%|1.750%|0.000%|0.000%
Prescott|PRELN|7.500%|6.500%|1.000%|0.000%|0.000%
Preston|PREPR|8.250%|6.500%|1.750%|0.000%|0.000%
Pretty Prairie|PRERN|8.500%|6.500%|1.000%|1.000%|0.000%
Princeton|PRIFR|9.500%|6.500%|1.500%|1.500%|0.000%
Protection|PROCM|8.000%|6.500%|0.000%|1.500%|0.000%
Quenemo|QUEOS|8.000%|6.500%|1.500%|0.000%|0.000%
Quinter|QUIGO|9.500%|6.500%|2.000%|1.000%|0.000%
Radium|RADSF|7.500%|6.500%|1.000%|0.000%|0.000%
Ramona|RAMMN|7.500%|6.500%|1.000%|0.000%|0.000%
Randall|RANJW|7.500%|6.500%|1.000%|0.000%|0.000%
Randolph|RANRL|8.200%|6.500%|0.700%|1.000%|0.000%
Ransom|RANNS|7.000%|6.500%|0.000%|0.500%|0.000%
Rantoul|RANFR|8.000%|6.500%|1.500%|0.000%|0.000%
Rawlins County|RAWCO|8.500%|6.500%|2.000%|0.000%|0.000%
Raymond|RAYRC|7.500%|6.500%|1.000%|0.000%|0.000%
Reading|REALY|7.500%|6.500%|1.000%|0.000%|0.000%
Redfield|REDBB|8.150%|6.500%|1.650%|0.000%|0.000%
Reno County|RENCO|7.500%|6.500%|1.000%|0.000%|0.000%
Republic|REPRP|8.500%|6.500%|2.000%|0.000%|0.000%
Republic County|REPCO|8.500%|6.500%|2.000%|0.000%|0.000%
Reserve|RESBR|7.500%|6.500%|1.000%|0.000%|0.000%
Rexford|REXTH|8.250%|6.500%|1.750%|0.000%|0.000%
Rice County|RICCO|7.500%|6.500%|1.000%|0.000%|0.000%
Richfield|RICMT|7.500%|6.500%|1.000%|0.000%|0.000%
Richmond|RICFR|8.250%|6.500%|1.500%|0.250%|0.000%
Riley|RILRL|8.200%|6.500%|0.700%|1.000%|0.000%
Riley County|RILCO|7.200%|6.500%|0.700%|0.000%|0.000%
Robinson|ROBBR|7.500%|6.500%|1.000%|0.000%|0.000%
Roeland Park|ROEJO|9.475%|6.500%|1.475%|1.500%|0.000%
Roeland Park Shopping Center #1 TDD|ROETD|10.475%|6.500%|1.475%|1.500%|1.000%
Roeland Park Shopping Center #2 TDD|ROET2|9.975%|6.500%|1.475%|1.500%|0.500%
Roeland Park The Rocks CID|ROEC2|11.475%|6.500%|1.475%|1.500%|2.000%
Rolla|ROLMT|9.500%|6.500%|1.000%|2.000%|0.000%
Rooks County|ROOCO|7.000%|6.500%|0.500%|0.000%|0.000%
Rose Hill                  |ROSBU|7.500%|6.500%|0.000%|1.000%|0.000%
Roseland|ROSCK|8.000%|6.500%|1.500%|0.000%|0.000%
Rossville|ROSSN|8.850%|6.500%|1.350%|1.000%|0.000%
Rozel|ROZPN|8.500%|6.500%|2.000%|0.000%|0.000%
Rush Center|RUSRH|6.500%|6.500%|0.000%|0.000%|0.000%
Rush County|RUHCO|6.500%|6.500%|0.000%|0.000%|0.000%
Russell|RUSRS|9.250%|6.500%|2.000%|0.750%|0.000%
Russell 24/7 Travel Store CID|RUSC1|11.250%|6.500%|2.000%|0.750%|2.000%
Russell County|RULCO|8.500%|6.500%|2.000%|0.000%|0.000%
Russell Springs|RUSLG|8.500%|6.500%|2.000%|0.000%|0.000%
Sabetha (Brown County)|SABBR|8.500%|6.500%|1.000%|1.000%|0.000%
Sabetha (Nemaha County)|SABNM|9.000%|6.500%|1.500%|1.000%|0.000%
Salina|SALSA|9.250%|6.500%|1.500%|1.250%|0.000%
Salina Alley CID|SALC4|11.250%|6.500%|1.500%|1.250%|2.000%
Saline County|SALCO|8.000%|6.500%|1.500%|0.000%|0.000%
Salina Downtown Hotel CID|SALC3|11.250%|6.500%|1.500%|1.250%|2.000%
Salina Downtown STAR Bond|SALDT|9.250%|6.500%|1.500%|1.250%|0.000%
Salina Downtown STAR Bond and Downtown CID|SALC2|10.250%|6.500%|1.500%|1.250%|1.000%
Salina North 9th Street HPSA CID|SALC5|11.250%|6.500%|1.500%|1.250%|2.000%
Salina S&B South Ninth CID|SALC1|11.250%|6.500%|1.500%|1.250%|2.000%
Satanta|SATHS|8.000%|6.500%|0.500%|1.000%|0.000%
Savonburg|SAVAL|7.750%|6.500%|1.250%|0.000%|0.000%
Sawyer|SAWPR|8.250%|6.500%|1.750%|0.000%|0.000%
Scammon|SCACK|9.000%|6.500%|1.500%|1.000%|0.000%
Scandia|SCARP|8.500%|6.500%|2.000%|0.000%|0.000%
Schoenchen|SCHEL|7.000%|6.500%|0.500%|0.000%|0.000%
Scott City|SCOSC|9.000%|6.500%|2.000%|0.500%|0.000%
Scott County|SCOCO|8.500%|6.500%|2.000%|0.000%|0.000%
Scottsville|SCOMC|7.500%|6.500%|1.000%|0.000%|0.000%
Scranton|SCROS|9.000%|6.500%|1.500%|1.000%|0.000%
Sedan|SEDCQ|9.000%|6.500%|1.000%|1.500%|0.000%
Sedgwick (Harvey County)|SEDHV|9.000%|6.500%|2.000%|0.500%|0.000%
Sedgwick (Sedgwick County)|SEDSG|8.000%|6.500%|1.000%|0.500%|0.000%
Sedgwick County|SEDCO|7.500%|6.500%|1.000%|0.000%|0.000%
Selden|SELSD|8.500%|6.500%|2.000%|0.000%|0.000%
Seneca|SENNM|9.000%|6.500%|1.500%|1.000%|0.000%
Severance|SEVDP|8.500%|6.500%|2.000%|0.000%|0.000%
Severy|SEVGW|8.500%|6.500%|1.000%|1.000%|0.000%
