Seward|SEWSF|7.500%|6.500%|1.000%|0.000%|0.000%
Seward County|SEWCO|7.750%|6.500%|1.250%|0.000%|0.000%
Sharon|SHABA|7.500%|6.500%|1.000%|0.000%|0.000%
Sharon Springs|SHAWA|7.500%|6.500%|1.000%|0.000%|0.000%
Shawnee|SHAJO|9.600%|6.500%|1.475%|1.625%|0.000%
Shawnee County|SHACO|7.850%|6.500%|1.350%|0.000%|0.000%
Shawnee Plaza TDD|SHATD|10.600%|6.500%|1.475%|1.625%|1.000%
Shawnee Westbrooke Village CID|SHAC3|11.100%|6.500%|1.475%|1.625%|1.500%
Sheridan County|SHDCO|8.500%|6.500%|2.000%|0.000%|0.000%
Sherman County|SHMCO|8.750%|6.500%|2.250%|0.000%|0.000%
Silver Lake|SILSN|8.850%|6.500%|1.350%|1.000%|0.000%
Simpson (Cloud County)|SIMCD|7.500%|6.500%|1.000%|0.000%|0.000%
Simpson (Mitchell County)|SIMMC|7.500%|6.500%|1.000%|0.000%|0.000%
Smith Center|SMISM|9.500%|6.500%|2.000%|1.000%|0.000%
Smith County|SMICO|8.500%|6.500%|2.000%|0.000%|0.000%
Smolan|SMOSA|8.000%|6.500%|1.500%|0.000%|0.000%
Soldier|SOLJA|8.150%|6.500%|1.650%|0.000%|0.000%
Solomon (Dickinson County)|SOLDK|9.250%|6.500%|1.750%|1.000%|0.000%
Solomon (Saline County)|SOLSA|9.000%|6.500%|1.500%|1.000%|0.000%
South Haven|SOUSU|7.500%|6.500%|1.000%|0.000%|0.000%
South Hutchinson|SOURN|8.250%|6.500%|1.000%|0.750%|0.000%
South Hutchinson Love's Travel CID|SOUC1|9.250%|6.500%|1.000%|0.750%|1.000%
Spearville|SPEFO|7.500%|6.500%|1.000%|0.000%|0.000%
Speed|SPEPL|8.000%|6.500%|0.500%|1.000%|0.000%
Spivey|SPIKM|9.000%|6.500%|1.500%|1.000%|0.000%
Spring Hill (Johnson County)|SPRJO|9.475%|6.500%|1.475%|1.500%|0.000%
Spring Hill (Miami County)|SPRMI|9.500%|6.500%|1.500%|1.500%|0.000%
St Francis|SAICN|9.500%|6.500%|2.000%|1.000%|0.000%
St George|SAGPT|9.000%|6.500%|1.000%|1.500%|0.000%
St John|SAISF|8.500%|6.500%|1.000%|1.000%|0.000%
St Marys (Pottawatomie County)|SAMPT|8.500%|6.500%|1.000%|1.000%|0.000%
St Marys (Wabaunsee County)|SAMWB|9.000%|6.500%|1.500%|1.000%|0.000%
St Paul|SAINO|9.250%|6.500%|1.750%|1.000%|0.000%
Stafford|STASF|9.500%|6.500%|1.000%|2.000%|0.000%
Stafford County|STFCO|7.500%|6.500%|1.000%|0.000%|0.000%
Stanton County|STNCO|7.500%|6.500%|1.000%|0.000%|0.000%
Stark|STANO|8.250%|6.500%|1.750%|0.000%|0.000%
Sterling|STERC|8.500%|6.500%|1.000%|1.000%|0.000%
Stevens County|STECO|7.500%|6.500%|1.000%|0.000%|0.000%
Stockton|STORO|9.500%|6.500%|0.500%|2.500%|0.000%
Strong City|STRCS|9.500%|6.500%|1.000%|2.000%|0.000%
Sublette|SUBHS|8.250%|6.500%|0.500%|1.250%|0.000%
Summerfield|SUMMS|7.000%|6.500%|0.500%|0.000%|0.000%
Sumner County|SUMCO|7.500%|6.500%|1.000%|0.000%|0.000%
Sun City|SUNBA|7.500%|6.500%|1.000%|0.000%|0.000%
Susank|SUSBT|7.500%|6.500%|1.000%|0.000%|0.000%
Sylvan Grove|SYLLC|7.500%|6.500%|1.000%|0.000%|0.000%
Sylvia|SYLRN|8.000%|6.500%|1.000%|0.500%|0.000%
Syracuse|SYRHM|9.000%|6.500%|1.500%|1.000%|0.000%
Tampa|TAMMN|7.500%|6.500%|1.000%|0.000%|0.000%
Tescott|TESOT|7.500%|6.500%|1.000%|0.000%|0.000%
Thayer|THANO|9.500%|6.500%|1.750%|1.250%|0.000%
The Highlands|THERN|7.500%|6.500%|1.000%|0.000%|0.000%
Thomas County|THOCO|8.250%|6.500%|1.750%|0.000%|0.000%
Timken|TIMRH|6.500%|6.500%|0.000%|0.000%|0.000%
Tipton|TIPMC|8.500%|6.500%|1.000%|1.000%|0.000%
Tonganoxie|TONLV|9.250%|6.500%|1.000%|1.750%|0.000%
Topeka|TOPSN|9.350%|6.500%|1.350%|1.500%|0.000%
Topeka Crosswinds Common CID|TOPC2|10.350%|6.500%|1.350%|1.500%|1.000%
Topeka Cyrus Hotel CID|TOPC3|11.350%|6.500%|1.350%|1.500%|2.000%
Topeka Downtown Ramada Inn CID |TOPC8|11.350%|6.500%|1.350%|1.500%|2.000%
Topeka Heartland Park Redevelopment District STAR Bond|TOPHP|9.350%|6.500%|1.350%|1.500%|0.000%
Topeka Holliday Square CID|TOPC1|10.350%|6.500%|1.350%|1.500%|1.000%
Topeka SE 29th Street CID|TOPC4|10.350%|6.500%|1.350%|1.500%|1.000%
Topeka Sherwood Crossing/Villa West CID|TOPC6|10.350%|6.500%|1.350%|1.500%|1.000%
Topeka South Topeka CID|TOPC9|11.350%|6.500%|1.350%|1.500%|2.000%
Topeka Wanamaker Hills CID|TOPC7|10.350%|6.500%|1.350%|1.500%|1.000%
Topeka Wheatfield Village CID|TOPC5|11.350%|6.500%|1.350%|1.500%|2.000%
Toronto|TORWO|8.000%|6.500%|1.000%|0.500%|0.000%
Towanda|TOWBU|8.500%|6.500%|0.000%|2.000%|0.000%
Trego County|TRECO|7.500%|6.500%|1.000%|0.000%|0.000%
Tribune|TRIGL|7.500%|6.500%|1.000%|0.000%|0.000%
Troy|TRODP|9.500%|6.500%|2.000%|1.000%|0.000%
Turon|TURRN|7.500%|6.500%|1.000%|0.000%|0.000%
Tyro|TYRMG|6.500%|6.500%|0.000%|0.000%|0.000%
Udall|UDACL|7.500%|6.500%|0.000%|1.000%|0.000%
Ulysses|ULYGT|8.500%|6.500%|0.000%|2.000%|0.000%
Uniontown|UNIBB|9.150%|6.500%|1.650%|1.000%|0.000%
Utica|UTINS|7.500%|6.500%|0.000%|1.000%|0.000%
Valley Center|VALSG|8.500%|6.500%|1.000%|1.000%|0.000%
Valley Falls|VALJF|9.500%|6.500%|1.000%|2.000%|0.000%
Vermillion|VERMS|7.000%|6.500%|0.500%|0.000%|0.000%
Victoria|VICEL|8.000%|6.500%|0.500%|1.000%|0.000%
Vining (Clay County)|VINCY|7.500%|6.500%|1.000%|0.000%|0.000%
Vining (Washington County)|VINWS|7.500%|6.500%|1.000%|0.000%|0.000%
Viola|VIOSG|7.500%|6.500%|1.000%|0.000%|0.000%
Virgil|VIRGW|7.500%|6.500%|1.000%|0.000%|0.000%
Wabaunsee County|WABCO|8.000%|6.500%|1.500%|0.000%|0.000%
Wabaunsee County Maple Hill Travel Store CID|WABC1|10.000%|6.500%|1.500%|0.000%|2.000%
WaKeeney|WAKTR|8.500%|6.500%|1.000%|1.000%|0.000%
WaKeeney Travel Plaza CID|WAKC1|10.500%|6.500%|1.000%|1.000%|2.000%
Wakefield|WAKCY|8.500%|6.500%|1.000%|1.000%|0.000%
Waldo|WALRS|8.500%|6.500%|2.000%|0.000%|0.000%
Waldron|WALHP|6.500%|6.500%|0.000%|0.000%|0.000%
Wallace|WALWA|7.500%|6.500%|1.000%|0.000%|0.000%
Wallace County|WALCO|7.500%|6.500%|1.000%|0.000%|0.000%
Walnut|WALCR|7.500%|6.500%|1.000%|0.000%|0.000%
Walton|WALHV|8.500%|6.500%|2.000%|0.000%|0.000%
Wamego|WAMPT|9.250%|6.500%|1.000%|1.750%|0.000%
Washington|WASWS|8.500%|6.500%|1.000%|1.000%|0.000%
Washington County|WASCO|7.500%|6.500%|1.000%|0.000%|0.000%
Waterville|WATMS|8.500%|6.500%|0.500%|1.500%|0.000%
Wathena|WATDP|9.500%|6.500%|2.000%|1.000%|0.000%
Waverly|WAVCF|7.500%|6.500%|0.000%|1.000%|0.000%
Webber|WEBJW|7.500%|6.500%|1.000%|0.000%|0.000%
Weir|WEICK|9.000%|6.500%|1.500%|1.000%|0.000%
Wellington|WELSU|8.500%|6.500%|1.000%|1.000%|0.000%
Wellsville|WELFR|9.500%|6.500%|1.500%|1.500%|0.000%
Wellsville Poplar Street CID|WELC1|10.750%|6.500%|1.500%|1.500%|1.250%
West Mineral|WESCK|8.000%|6.500%|1.500%|0.000%|0.000%
Westmoreland|WESPT|10.000%|6.500%|1.000%|2.500%|0.000%
Westphalia|WESAN|7.500%|6.500%|1.000%|0.000%|0.000%
Westwood|WESJO|9.475%|6.500%|1.475%|1.500%|0.000%
Westwood Hills|WEHJO|8.975%|6.500%|1.475%|1.000%|0.000%
Westwood South Woodside CID|WESC2|11.475%|6.500%|1.475%|1.500%|2.000%
Westwood Woodside CID|WESC1|10.575%|6.500%|1.475%|1.500%|1.100%
Wetmore|WETNM|8.000%|6.500%|1.500%|0.000%|0.000%
Wheaton|WHEPT|7.500%|6.500%|1.000%|0.000%|0.000%
White City|WHIMR|7.500%|6.500%|1.000%|0.000%|0.000%
White Cloud|WHIDP|9.500%|6.500%|2.000%|1.000%|0.000%
Whitewater|WHIBU|7.500%|6.500%|0.000%|1.000%|0.000%
Whiting|WHIJA|8.150%|6.500%|1.650%|0.000%|0.000%
Wichita|WICSG|7.500%|6.500%|1.000%|0.000%|0.000%
Wichita 333 English CID|WIC19|9.000%|6.500%|1.000%|0.000%|1.500%
Wichita Broadview Hotel CID|WICC2|9.500%|6.500%|1.000%|0.000%|2.000%
Wichita Central & Oliver CID|WICC3|8.500%|6.500%|1.000%|0.000%|1.000%
Wichita Chicken N Pickle CID|WICC9|9.000%|6.500%|1.000%|0.000%|1.500%
Wichita County|WICCO|8.500%|6.500%|2.000%|0.000%|0.000%
Wichita Douglas & Broadway CID|WICC5|9.500%|6.500%|1.000%|0.000%|2.000%
Wichita Douglas & Emporia CID|WIC16|9.500%|6.500%|1.000%|0.000%|2.000%
Wichita Douglas Market Development CID|WIC17|9.500%|6.500%|1.000%|0.000%|2.000%
Wichita Downtown Hilton CID|WICC8|9.000%|6.500%|1.000%|0.000%|1.500%
Wichita Greenwich & K-96 CID|WICC4|8.700%|6.500%|1.000%|0.000%|1.200%
Wichita K-96 Greenwich STAR Bond District|WICGR|7.500%|6.500%|1.000%|0.000%|0.000%
Wichita Kellogg and West CID|WICC7|8.500%|6.500%|1.000%|0.000%|1.000%
Wichita Multi-Sport Stadium CID|WIC13|9.500%|6.500%|1.000%|0.000%|2.000%
Wichita River District Stadium STAR Bond|WICRD|7.500%|6.500%|1.000%|0.000%|0.000%
Wichita River District Stadium STAR and Multi-Sport Stadium CID|WIC11|9.500%|6.500%|1.000%|0.000%|2.000%
Wichita River District Stadium STAR Bond and Wichita Delano Catalyst CID|WIC15|9.500%|6.500%|1.000%|0.000%|2.000%
Wichita River Walk STAR and Multi-Sport Stadium CID|WIC12|9.500%|6.500%|1.000%|0.000%|2.000%
Wichita River Walk STAR Bond Project|WICRW|7.500%|6.500%|1.000%|0.000%|0.000%
Wichita Saddle Creek Crossing CID|WIC18|9.000%|6.500%|1.000%|0.000%|1.500%
Wichita SoCe Corner CID|WIC20|9.500%|6.500%|1.000%|0.000%|2.000%
Wichita Spaghetti Works CID|WIC10|9.500%|6.500%|1.000%|0.000%|2.000%
Wichita WaterWalk Hotel CID|WICC1|9.500%|6.500%|1.000%|0.000%|2.000%
 |WICC1|9.500%|6.500%|1.000%|0.000%|2.000%
Willard (Shawnee County)|WILSN|8.600%|6.500%|1.350%|0.750%|0.000%
Willard (Wabaunsee County)|WILWB|8.750%|6.500%|1.500%|0.750%|0.000%
Williamsburg|WILFR|9.000%|6.500%|1.500%|1.000%|0.000%
Willis|WILBR|7.500%|6.500%|1.000%|0.000%|0.000%
Willowbrook|WILRN|7.500%|6.500%|1.000%|0.000%|0.000%
Wilmore|WILCM|7.500%|6.500%|0.000%|1.000%|0.000%
Wilsey|WILMR|7.500%|6.500%|1.000%|0.000%|0.000%
Wilson|WILEW|8.500%|6.500%|1.000%|1.000%|0.000%
Wilson County|WILCO|7.500%|6.500%|1.000%|0.000%|0.000%
Winchester|WINJF|8.000%|6.500%|1.000%|0.500%|0.000%
Windom|WINMP|8.500%|6.500%|2.000%|0.000%|0.000%
Winfield|WINCL|8.500%|6.500%|0.000%|2.000%|0.000%
Winona|WINLG|8.500%|6.500%|2.000%|0.000%|0.000%
Woodbine|WOODK|8.250%|6.500%|1.750%|0.000%|0.000%
Woodson County|WOOCO|7.500%|6.500%|1.000%|0.000%|0.000%
Woodston|WOORO|7.000%|6.500%|0.500%|0.000%|0.000%
Wyandotte County|WYACO|7.500%|6.500%|1.000%|0.000%|0.000%
Yates Center|YATWO|9.500%|6.500%|1.000%|2.000%|0.000%
Zenda|ZENKM|8.000%|6.500%|1.500%|0.000%|0.000%
Zurich|ZURRO|7.000%|6.500%|0.500%|0.000%|0.000%
